programme_name,cluster,subcluster,subject_1,subject_1_grade,subject_2,subject_2_grade,subject_3,subject_3_grade,subject_4,subject_4_grade,programme_code,institution,key,institution_type,location,programme_name_code,pred_cutoff_2025
BACHELOR OF BUSINESS INFORMATION TECHNOLOGY,2,2A,ENG/KIS,Null,MAT_ALTERNATIVE_A/MAT_ALTERNATIVE_B,C+,Any_GROUP_II / any_GROUP_III,Null,A_GROUP_II / a_GROUP_III / any_GROUP_IV /,Null,1093244,UNIVERSITY OF EMBU,UOEM,Public,EMBU COUNTY,244,25.766450000000017
BACHELOR OF BUSINESS INFORMATION TECHNOLOGY,2,2A,ENG/KIS,Null,MAT_ALTERNATIVE_A/MAT_ALTERNATIVE_B,C+,Any_GROUP_II / any_GROUP_III,Null,A_GROUP_II / a_GROUP_III / any_GROUP_IV /,Null,1091244,TAITA TAVETA UNIVERSITY,TTU,Public,TAITA TAVETA COUNTY,244,21.375
BACHELOR OF BUSINESS INFORMATION TECHNOLOGY,2,2A,ENG/KIS,Null,MAT_ALTERNATIVE_A/MAT_ALTERNATIVE_B,C+,Any_GROUP_II / any_GROUP_III,Null,A_GROUP_II / a_GROUP_III / any_GROUP_IV /,Null,1090244,SCOTT CHRISTIAN UNIVERSITY,SCU,Private,MACHAKOS COUNTY,244,21.387465000000002
BACHELOR OF BUSINESS INFORMATION TECHNOLOGY,2,2A,ENG/KIS,Null,MAT_ALTERNATIVE_A/MAT_ALTERNATIVE_B,C+,Any_GROUP_II / any_GROUP_III,Null,A_GROUP_II / a_GROUP_III / any_GROUP_IV /,Null,1079206,KIRINYAGA UNIVERSITY,KYU,Public,KIRINYAGA COUNTY,206,21.375
BACHELOR OF BUSINESS INFORMATION TECHNOLOGY,2,2A,ENG/KIS,Null,MAT_ALTERNATIVE_A/MAT_ALTERNATIVE_B,C+,Any_GROUP_II / any_GROUP_III,Null,A_GROUP_II / a_GROUP_III / any_GROUP_IV /,Null,1078244,AFRICA NAZARENE UNIVERSITY,ANU,Private,KAJIADO COUNTY,244,25.40872499999996
BACHELOR OF BUSINESS INFORMATION TECHNOLOGY,2,2A,ENG/KIS,Null,MAT_ALTERNATIVE_A/MAT_ALTERNATIVE_B,C+,Any_GROUP_II / any_GROUP_III,Null,A_GROUP_II / a_GROUP_III / any_GROUP_IV /,Null,1077244,KENYA METHODIST UNIVERSITY,KEMU,Private,MERU COUNTY,244,21.387465000000002
BACHELOR OF BUSINESS INFORMATION TECHNOLOGY,2,2A,ENG/KIS,Null,MAT_ALTERNATIVE_A/MAT_ALTERNATIVE_B,C+,Any_GROUP_II / any_GROUP_III,Null,A_GROUP_II / a_GROUP_III / any_GROUP_IV /,Null,1068244,PAN AFRICA CHRISTIAN UNIVERSITY,PAC,Private,NAIROBI COUNTY,244,21.375
BACHELOR OF BUSINESS INFORMATION TECHNOLOGY,2,2A,ENG/KIS,Null,MAT_ALTERNATIVE_A/MAT_ALTERNATIVE_B,C+,Any_GROUP_II / any_GROUP_III,Null,A_GROUP_II / a_GROUP_III / any_GROUP_IV /,Null,1063244,TECHNICAL UNIVERSITY OF MOMBASA,TUM,Public,MOMBASA COUNTY,244,21.375
BACHELOR OF BUSINESS INFORMATION TECHNOLOGY,2,2A,ENG/KIS,Null,MAT_ALTERNATIVE_A/MAT_ALTERNATIVE_B,C+,Any_GROUP_II / any_GROUP_III,Null,A_GROUP_II / a_GROUP_III / any_GROUP_IV /,Null,1060244,RIARA UNIVERSITY,RU,Private,NAIROBI COUNTY,244,30.990345
BACHELOR OF BUSINESS INFORMATION TECHNOLOGY,2,2A,ENG/KIS,Null,MAT_ALTERNATIVE_A/MAT_ALTERNATIVE_B,C+,Any_GROUP_II / any_GROUP_III,Null,A_GROUP_II / a_GROUP_III / any_GROUP_IV /,Null,1500244,THE EAST AFRICAN UNIVERSITY,TEAU,Private,KAJIADO COUNTY,244,21.363395
BACHELOR OF BUSINESS INFORMATION TECHNOLOGY,2,2A,ENG/KIS,Null,MAT_ALTERNATIVE_A/MAT_ALTERNATIVE_B,C+,Any_GROUP_II / any_GROUP_III,Null,A_GROUP_II / a_GROUP_III / any_GROUP_IV /,Null,1425244,ZETECH UNIVERSITY,ZETECH,Private,NAIROBI COUNTY,244,21.375
BACHELOR OF BUSINESS INFORMATION TECHNOLOGY,2,2A,ENG/KIS,Null,MAT_ALTERNATIVE_A/MAT_ALTERNATIVE_B,C+,Any_GROUP_II / any_GROUP_III,Null,A_GROUP_II / a_GROUP_III / any_GROUP_IV /,Null,1279244,MOUNT KENYA UNIVERSITY,MKU,Private,KIAMBU COUNTY,244,27.307134999999985
BACHELOR OF BUSINESS INFORMATION TECHNOLOGY,2,2A,ENG/KIS,Null,MAT_ALTERNATIVE_A/MAT_ALTERNATIVE_B,C+,Any_GROUP_II / any_GROUP_III,Null,A_GROUP_II / a_GROUP_III / any_GROUP_IV /,Null,1249244,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,JKUAT,Public,KIAMBU COUNTY,244,31.391880000000025
BACHELOR OF BUSINESS INFORMATION TECHNOLOGY,2,2A,ENG/KIS,Null,MAT_ALTERNATIVE_A/MAT_ALTERNATIVE_B,C+,Any_GROUP_II / any_GROUP_III,Null,A_GROUP_II / a_GROUP_III / any_GROUP_IV /,Null,1246244,MURANG'A UNIVERSITY OF TECHNOLOGY,MUT,Public,MURANG'A COUNTY,244,27.120085000000028
BACHELOR OF BUSINESS INFORMATION TECHNOLOGY,2,2A,ENG/KIS,Null,MAT_ALTERNATIVE_A/MAT_ALTERNATIVE_B,C+,Any_GROUP_II / any_GROUP_III,Null,A_GROUP_II / a_GROUP_III / any_GROUP_IV /,Null,1240244,MERU UNIVERSITY OF SCIENCE AND TECHNOLOGY,MUST,Public,MERU COUNTY,244,25.16003500000001
BACHELOR OF BUSINESS INFORMATION TECHNOLOGY,2,2A,ENG/KIS,Null,MAT_ALTERNATIVE_A/MAT_ALTERNATIVE_B,C+,Any_GROUP_II / any_GROUP_III,Null,A_GROUP_II / a_GROUP_III / any_GROUP_IV /,Null,1181244,"UNIVERSITY OF EASTERN AFRICA, BARATON",BARA,Private,NANDI COUNTY,244,21.545355000000008
BACHELOR OF BUSINESS INFORMATION TECHNOLOGY,2,2A,ENG/KIS,Null,MAT_ALTERNATIVE_A/MAT_ALTERNATIVE_B,C+,Any_GROUP_II / any_GROUP_III,Null,A_GROUP_II / a_GROUP_III / any_GROUP_IV /,Null,1173244,DEDAN KIMATHI UNIVERSITY OF TECHNOLOGY,DKUT,Public,NYERI COUNTY,244,30.968725000000017
BACHELOR OF BUSINESS INFORMATION TECHNOLOGY,2,2A,ENG/KIS,Null,MAT_ALTERNATIVE_A/MAT_ALTERNATIVE_B,C+,Any_GROUP_II / any_GROUP_III,Null,A_GROUP_II / a_GROUP_III / any_GROUP_IV /,Null,1166244,SOUTH EASTERN KENYA UNIVERSITY,SEKU,Public,KITUI COUNTY,244,21.375
BACHELOR OF BUSINESS INFORMATION TECHNOLOGY,2,2A,ENG/KIS,Null,MAT_ALTERNATIVE_A/MAT_ALTERNATIVE_B,C+,Any_GROUP_II / any_GROUP_III,Null,A_GROUP_II / a_GROUP_III / any_GROUP_IV /,Null,1164244,MULTIMEDIA UNIVERSITY OF KENYA,MMU,Public,NAIROBI COUNTY,244,31.06256999999994
BACHELOR OF CO-OPERATIVE BUSINESS,2,2A,ENG/KIS,Null,MAT_ALTERNATIVE_A/MAT_ALTERNATIVE_B,C+,Any_GROUP_II / any_GROUP_III,Null,A_GROUP_II / a_GROUP_III / any_GROUP_IV /,Null,1080610,CO-OPERATIVE UNIVERSITY OF KENYA,COPUK,Public,NAIROBI COUNTY,610,21.375
BACHELOR OF SCIENCE IN BUSINESS INFORMATION,2,2A,ENG/KIS,Null,MAT_ALTERNATIVE_A/MAT_ALTERNATIVE_B,C+,Any_GROUP_II / any_GROUP_III,Null,A_GROUP_II / a_GROUP_III / any_GROUP_IV /,Null,,,,,,,
BACHELOR OF CO-OPERATIVE AND COMMUNITY DEVELOPMENT,2,2A,ENG/KIS,Null,MAT_ALTERNATIVE_A/MAT_ALTERNATIVE_B,C+,Any_GROUP_II / any_GROUP_III,Null,A_GROUP_II / a_GROUP_III / any_GROUP_IV /,Null,,,,,,,
BACHELOR OF TECHNOLOGY IN BUSINESS INFORMATION TECHNOLOGY,2,2A,ENG/KIS,Null,MAT_ALTERNATIVE_A/MAT_ALTERNATIVE_B,C+,Any_GROUP_II / any_GROUP_III,Null,A_GROUP_II / a_GROUP_III / any_GROUP_IV /,Null,1112384,TECHNICAL UNIVERSITY OF KENYA,TUK,Public,NAIROBI COUNTY,384,32.795364999999926
BACHELOR OF SECRETARIAL MANAGEMENT AND ADMINISTRATION,2,2A,ENG/KIS,Null,MAT_ALTERNATIVE_A/MAT_ALTERNATIVE_B,C+,Any_GROUP_II / any_GROUP_III,Null,A_GROUP_II / a_GROUP_III / any_GROUP_IV /,Null,1087152,KISII UNIVERSITY,KSU,Public,KISII COUNTY,152,21.375
BACHELOR OF TECHNOLOGY IN OFFICE ADMINISTRATION AND TECHNOLOGY,2,2A,ENG/KIS,Null,MAT_ALTERNATIVE_A/MAT_ALTERNATIVE_B,C+,Any_GROUP_II / any_GROUP_III,Null,A_GROUP_II / a_GROUP_III / any_GROUP_IV /,Null,1112468,TECHNICAL UNIVERSITY OF KENYA,TUK,Public,NAIROBI COUNTY,468,21.375
BACHELOR OF COMMERCE,2,2A,ENG/KIS,Null,MAT_ALTERNATIVE_A/MAT_ALTERNATIVE_B,C+,Any_GROUP_II / any_GROUP_III,Null,A_GROUP_II / a_GROUP_III / any_GROUP_IV /,Null,1105133,CHUKA UNIVERSITY,CU,Public,THARAKA NITHI COUNTY,133,25.72979999999996
BACHELOR OF COMMERCE,2,2A,ENG/KIS,Null,MAT_ALTERNATIVE_A/MAT_ALTERNATIVE_B,C+,Any_GROUP_II / any_GROUP_III,Null,A_GROUP_II / a_GROUP_III / any_GROUP_IV /,Null,1103133,KCA UNIVERSITY,KCA,Private,NAIROBI COUNTY,133,21.375
BACHELOR OF COMMERCE,2,2A,ENG/KIS,Null,MAT_ALTERNATIVE_A/MAT_ALTERNATIVE_B,C+,Any_GROUP_II / any_GROUP_III,Null,A_GROUP_II / a_GROUP_III / any_GROUP_IV /,Null,1093133,UNIVERSITY OF EMBU,UOEM,Public,EMBU COUNTY,133,21.375
BACHELOR OF COMMERCE,2,2A,ENG/KIS,Null,MAT_ALTERNATIVE_A/MAT_ALTERNATIVE_B,C+,Any_GROUP_II / any_GROUP_III,Null,A_GROUP_II / a_GROUP_III / any_GROUP_IV /,Null,1088133,GRETSA UNIVERSITY,GRETSA,Private,KIAMBU COUNTY,133,21.375
BACHELOR OF COMMERCE,2,2A,ENG/KIS,Null,MAT_ALTERNATIVE_A/MAT_ALTERNATIVE_B,C+,Any_GROUP_II / any_GROUP_III,Null,A_GROUP_II / a_GROUP_III / any_GROUP_IV /,Null,1087133,KISII UNIVERSITY,KSU,Public,KISII COUNTY,133,24.02650000000002
BACHELOR OF COMMERCE,2,2A,ENG/KIS,Null,MAT_ALTERNATIVE_A/MAT_ALTERNATIVE_B,C+,Any_GROUP_II / any_GROUP_III,Null,A_GROUP_II / a_GROUP_III / any_GROUP_IV /,Null,1082133,MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,MMUST,Public,KAKAMEGA COUNTY,133,23.72525500000007
BACHELOR OF COMMERCE,2,2A,ENG/KIS,Null,MAT_ALTERNATIVE_A/MAT_ALTERNATIVE_B,C+,Any_GROUP_II / any_GROUP_III,Null,A_GROUP_II / a_GROUP_III / any_GROUP_IV /,Null,1079133,KIRINYAGA UNIVERSITY,KYU,Public,KIRINYAGA COUNTY,133,21.323915000000003
BACHELOR OF COMMERCE,2,2A,ENG/KIS,Null,MAT_ALTERNATIVE_A/MAT_ALTERNATIVE_B,C+,Any_GROUP_II / any_GROUP_III,Null,A_GROUP_II / a_GROUP_III / any_GROUP_IV /,Null,1068133,PAN AFRICA CHRISTIAN UNIVERSITY,PAC,Private,NAIROBI COUNTY,133,21.375
BACHELOR OF COMMERCE,2,2A,ENG/KIS,Null,MAT_ALTERNATIVE_A/MAT_ALTERNATIVE_B,C+,Any_GROUP_II / any_GROUP_III,Null,A_GROUP_II / a_GROUP_III / any_GROUP_IV /,Null,1066133,MANAGEMENT UNIVERSITY OF AFRICA,MUA,Private,NAIROBI COUNTY,133,21.4091
BACHELOR OF COMMERCE,2,2A,ENG/KIS,Null,MAT_ALTERNATIVE_A/MAT_ALTERNATIVE_B,C+,Any_GROUP_II / any_GROUP_III,Null,A_GROUP_II / a_GROUP_III / any_GROUP_IV /,Null,1063133,TECHNICAL UNIVERSITY OF MOMBASA,TUM,Public,MOMBASA COUNTY,133,21.375
BACHELOR OF COMMERCE,2,2A,ENG/KIS,Null,MAT_ALTERNATIVE_A/MAT_ALTERNATIVE_B,C+,Any_GROUP_II / any_GROUP_III,Null,A_GROUP_II / a_GROUP_III / any_GROUP_IV /,Null,1061133,KABARAK UNIVERSITY,KABU,Private,NAKURU COUNTY,133,21.375
BACHELOR OF COMMERCE,2,2A,ENG/KIS,Null,MAT_ALTERNATIVE_A/MAT_ALTERNATIVE_B,C+,Any_GROUP_II / any_GROUP_III,Null,A_GROUP_II / a_GROUP_III / any_GROUP_IV /,Null,1057133,EGERTON UNIVERSITY,EU,Public,NAKURU COUNTY,133,29.598150000000082
BACHELOR OF COMMERCE,2,2A,ENG/KIS,Null,MAT_ALTERNATIVE_A/MAT_ALTERNATIVE_B,C+,Any_GROUP_II / any_GROUP_III,Null,A_GROUP_II / a_GROUP_III / any_GROUP_IV /,Null,1091133,TAITA TAVETA UNIVERSITY,TTU,Public,TAITA TAVETA COUNTY,133,21.378779999999995
BACHELOR OF COMMERCE,2,2A,ENG/KIS,Null,MAT_ALTERNATIVE_A/MAT_ALTERNATIVE_B,C+,Any_GROUP_II / any_GROUP_III,Null,A_GROUP_II / a_GROUP_III / any_GROUP_IV /,Null,1080133,CO-OPERATIVE UNIVERSITY OF KENYA,COPUK,Public,NAIROBI COUNTY,133,27.07569000000009
BACHELOR OF COMMERCE,2,2A,ENG/KIS,Null,MAT_ALTERNATIVE_A/MAT_ALTERNATIVE_B,C+,Any_GROUP_II / any_GROUP_III,Null,A_GROUP_II / a_GROUP_III / any_GROUP_IV /,Null,1078133,AFRICA NAZARENE UNIVERSITY,ANU,Private,KAJIADO COUNTY,133,21.375
BACHELOR OF COMMERCE,2,2A,ENG/KIS,Null,MAT_ALTERNATIVE_A/MAT_ALTERNATIVE_B,C+,Any_GROUP_II / any_GROUP_III,Null,A_GROUP_II / a_GROUP_III / any_GROUP_IV /,Null,1073133,RONGO UNIVERSITY,RNU,Public,MIGORI COUNTY,133,21.375
BACHELOR OF COMMERCE,2,2A,ENG/KIS,Null,MAT_ALTERNATIVE_A/MAT_ALTERNATIVE_B,C+,Any_GROUP_II / any_GROUP_III,Null,A_GROUP_II / a_GROUP_III / any_GROUP_IV /,Null,3890133,KOITALEEL SAMOEI UNIVERSITY COLLEGE,KSUC,Public,NANDI COUNTY,133,21.375
BACHELOR OF COMMERCE,2,2A,ENG/KIS,Null,MAT_ALTERNATIVE_A/MAT_ALTERNATIVE_B,C+,Any_GROUP_II / any_GROUP_III,Null,A_GROUP_II / a_GROUP_III / any_GROUP_IV /,Null,1570133,TURKANA UNIVERSITY COLLEGE,TRUC,Public,TURKANA COUNTY,133,21.375
BACHELOR OF COMMERCE,2,2A,ENG/KIS,Null,MAT_ALTERNATIVE_A/MAT_ALTERNATIVE_B,C+,Any_GROUP_II / any_GROUP_III,Null,A_GROUP_II / a_GROUP_III / any_GROUP_IV /,Null,1495133,LUKENYA UNIVERSITY,LUKENYA,Private,MACHAKOS COUNTY,133,21.37067
BACHELOR OF COMMERCE,2,2A,ENG/KIS,Null,MAT_ALTERNATIVE_A/MAT_ALTERNATIVE_B,C+,Any_GROUP_II / any_GROUP_III,Null,A_GROUP_II / a_GROUP_III / any_GROUP_IV /,Null,1480133,CATHOLIC UNIVERSITY OF EASTERN AFRICA,CUEA,Private,NAIROBI COUNTY,133,21.375
BACHELOR OF COMMERCE,2,2A,ENG/KIS,Null,MAT_ALTERNATIVE_A/MAT_ALTERNATIVE_B,C+,Any_GROUP_II / any_GROUP_III,Null,A_GROUP_II / a_GROUP_III / any_GROUP_IV /,Null,1470133,KAIMOSI FRIENDS UNIVERSITY,KAFU,Public,VIHIGA COUNTY,133,21.375
BACHELOR OF COMMERCE,2,2A,ENG/KIS,Null,MAT_ALTERNATIVE_A/MAT_ALTERNATIVE_B,C+,Any_GROUP_II / any_GROUP_III,Null,A_GROUP_II / a_GROUP_III / any_GROUP_IV /,Null,1279133,MOUNT KENYA UNIVERSITY,MKU,Private,KIAMBU COUNTY,133,21.375
BACHELOR OF COMMERCE,2,2A,ENG/KIS,Null,MAT_ALTERNATIVE_A/MAT_ALTERNATIVE_B,C+,Any_GROUP_II / any_GROUP_III,Null,A_GROUP_II / a_GROUP_III / any_GROUP_IV /,Null,1249133,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,JKUAT,Public,KIAMBU COUNTY,133,32.509324999999926
BACHELOR OF COMMERCE,2,2A,ENG/KIS,Null,MAT_ALTERNATIVE_A/MAT_ALTERNATIVE_B,C+,Any_GROUP_II / any_GROUP_III,Null,A_GROUP_II / a_GROUP_III / any_GROUP_IV /,Null,1246133,MURANG'A UNIVERSITY OF TECHNOLOGY,MUT,Public,MURANG'A COUNTY,133,21.375
BACHELOR OF COMMERCE,2,2A,ENG/KIS,Null,MAT_ALTERNATIVE_A/MAT_ALTERNATIVE_B,C+,Any_GROUP_II / any_GROUP_III,Null,A_GROUP_II / a_GROUP_III / any_GROUP_IV /,Null,1166133,SOUTH EASTERN KENYA UNIVERSITY,SEKU,Public,KITUI COUNTY,133,21.375
BACHELOR OF COMMERCE,2,2A,ENG/KIS,Null,MAT_ALTERNATIVE_A/MAT_ALTERNATIVE_B,C+,Any_GROUP_II / any_GROUP_III,Null,A_GROUP_II / a_GROUP_III / any_GROUP_IV /,Null,1165133,MAASAI MARA UNIVERSITY,MMARAU,Public,NAROK COUNTY,133,21.375
BACHELOR OF COMMERCE,2,2A,ENG/KIS,Null,MAT_ALTERNATIVE_A/MAT_ALTERNATIVE_B,C+,Any_GROUP_II / any_GROUP_III,Null,A_GROUP_II / a_GROUP_III / any_GROUP_IV /,Null,1164133,MULTIMEDIA UNIVERSITY OF KENYA,MMU,Public,NAIROBI COUNTY,133,23.940739999999995
BACHELOR OF COMMERCE,2,2A,ENG/KIS,Null,MAT_ALTERNATIVE_A/MAT_ALTERNATIVE_B,C+,Any_GROUP_II / any_GROUP_III,Null,A_GROUP_II / a_GROUP_III / any_GROUP_IV /,Null,1162133,DAYSTAR UNIVERSITY,DAYSTAR,Private,MACHAKOS COUNTY,133,21.375
BACHELOR OF COMMERCE,2,2A,ENG/KIS,Null,MAT_ALTERNATIVE_A/MAT_ALTERNATIVE_B,C+,Any_GROUP_II / any_GROUP_III,Null,A_GROUP_II / a_GROUP_III / any_GROUP_IV /,Null,1118133,UNIVERSITY OF KABIANGA,UOK,Public,KERICHO COUNTY,133,24.460855000000002
BACHELOR OF COMMERCE,2,2A,ENG/KIS,Null,MAT_ALTERNATIVE_A/MAT_ALTERNATIVE_B,C+,Any_GROUP_II / any_GROUP_III,Null,A_GROUP_II / a_GROUP_III / any_GROUP_IV /,Null,1117133,PWANI UNIVERSITY,PU,Public,KILIFI COUNTY,133,21.375
BACHELOR OF COMMERCE,2,2A,ENG/KIS,Null,MAT_ALTERNATIVE_A/MAT_ALTERNATIVE_B,C+,Any_GROUP_II / any_GROUP_III,Null,A_GROUP_II / a_GROUP_III / any_GROUP_IV /,Null,1114133,UNIVERSITY OF ELDORET,UOE,Public,UASIN GISHU COUNTY,133,22.443630000000006
BACHELOR OF COMMERCE,2,2A,ENG/KIS,Null,MAT_ALTERNATIVE_A/MAT_ALTERNATIVE_B,C+,Any_GROUP_II / any_GROUP_III,Null,A_GROUP_II / a_GROUP_III / any_GROUP_IV /,Null,1108133,KIBABII UNIVERSITY,KBBU,Public,BUNGOMA COUNTY,133,21.375
BACHELOR OF COMMERCE,2,2A,ENG/KIS,Null,MAT_ALTERNATIVE_A/MAT_ALTERNATIVE_B,C+,Any_GROUP_II / any_GROUP_III,Null,A_GROUP_II / a_GROUP_III / any_GROUP_IV /,Null,1685133,THARAKA UNIVERSITY,THRKU,Public,THARAKA NITHI COUNTY,133,21.375
BACHELOR OF COMMERCE,2,2A,ENG/KIS,Null,MAT_ALTERNATIVE_A/MAT_ALTERNATIVE_B,C+,Any_GROUP_II / any_GROUP_III,Null,A_GROUP_II / a_GROUP_III / any_GROUP_IV /,Null,1580133,KENYATTA UNIVERSITY - MAMA NGINA UNIVERSITY COLLEGE,MNUC,Public,KIAMBU COUNTY,133,24.19364499999998
BACHELOR OF COMMERCE,2,2A,ENG/KIS,Null,MAT_ALTERNATIVE_A/MAT_ALTERNATIVE_B,C+,Any_GROUP_II / any_GROUP_III,Null,A_GROUP_II / a_GROUP_III / any_GROUP_IV /,Null,1425133,ZETECH UNIVERSITY,ZETECH,Private,NAIROBI COUNTY,133,21.375
BACHELOR OF COMMERCE,2,2A,ENG/KIS,Null,MAT_ALTERNATIVE_A/MAT_ALTERNATIVE_B,C+,Any_GROUP_II / any_GROUP_III,Null,A_GROUP_II / a_GROUP_III / any_GROUP_IV /,Null,1263133,UNIVERSITY OF NAIROBI,UON,Public,NAIROBI COUNTY,133,32.7323450000001
BACHELOR OF COMMERCE,2,2A,ENG/KIS,Null,MAT_ALTERNATIVE_A/MAT_ALTERNATIVE_B,C+,Any_GROUP_II / any_GROUP_III,Null,A_GROUP_II / a_GROUP_III / any_GROUP_IV /,Null,1240133,MERU UNIVERSITY OF SCIENCE AND TECHNOLOGY,MUST,Public,MERU COUNTY,133,21.375
BACHELOR OF COMMERCE,2,2A,ENG/KIS,Null,MAT_ALTERNATIVE_A/MAT_ALTERNATIVE_B,C+,Any_GROUP_II / any_GROUP_III,Null,A_GROUP_II / a_GROUP_III / any_GROUP_IV /,Null,1176133,LAIKIPIA UNIVERSITY,LU,Public,LAIKIPIA COUNTY,133,21.375
BACHELOR OF COMMERCE,2,2A,ENG/KIS,Null,MAT_ALTERNATIVE_A/MAT_ALTERNATIVE_B,C+,Any_GROUP_II / any_GROUP_III,Null,A_GROUP_II / a_GROUP_III / any_GROUP_IV /,Null,1170133,MACHAKOS UNIVERSITY,MCKU,Public,MACHAKOS COUNTY,133,24.202154999999994
BACHELOR OF COMMERCE,2,2A,ENG/KIS,Null,MAT_ALTERNATIVE_A/MAT_ALTERNATIVE_B,C+,Any_GROUP_II / any_GROUP_III,Null,A_GROUP_II / a_GROUP_III / any_GROUP_IV /,Null,1112133,TECHNICAL UNIVERSITY OF KENYA,TUK,Public,NAIROBI COUNTY,133,29.456710000000022
BACHELOR OF COMMERCE,2,2A,ENG/KIS,Null,MAT_ALTERNATIVE_A/MAT_ALTERNATIVE_B,C+,Any_GROUP_II / any_GROUP_III,Null,A_GROUP_II / a_GROUP_III / any_GROUP_IV /,Null,1111133,KENYATTA UNIVERSITY,KU,Public,NAIROBI COUNTY,133,31.958325000000087
BACHELOR OF COMMERCE,2,2A,ENG/KIS,Null,MAT_ALTERNATIVE_A/MAT_ALTERNATIVE_B,C+,Any_GROUP_II / any_GROUP_III,Null,A_GROUP_II / a_GROUP_III / any_GROUP_IV /,Null,1107133,ST PAULS UNIVERSITY,SPU,Private,KIAMBU COUNTY,133,21.379155
BACHELOR OF COMMERCE,2,2A,ENG/KIS,Null,MAT_ALTERNATIVE_A/MAT_ALTERNATIVE_B,C+,Any_GROUP_II / any_GROUP_III,Null,A_GROUP_II / a_GROUP_III / any_GROUP_IV /,Null,1173133,DEDAN KIMATHI UNIVERSITY OF TECHNOLOGY,DKUT,Public,NYERI COUNTY,133,24.173244999999984
BACHELOR OF ENTREPRENEURSHIP,2,2A,ENG/KIS,Null,MAT_ALTERNATIVE_A/MAT_ALTERNATIVE_B,C+,Any_GROUP_II / any_GROUP_III,Null,A_GROUP_II / a_GROUP_III / any_GROUP_IV /,Null,1249298,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,JKUAT,Public,KIAMBU COUNTY,298,21.375
BACHELOR OF ENTREPRENEURSHIP AND SMALL BUSINESS MANAGEMENT,2,2A,ENG/KIS,Null,MAT_ALTERNATIVE_A/MAT_ALTERNATIVE_B,C+,Any_GROUP_II / any_GROUP_III,Null,A_GROUP_II / a_GROUP_III / any_GROUP_IV /,Null,1057298,EGERTON UNIVERSITY,EU,Public,NAKURU COUNTY,298,21.373739999999998
BACHELOR OF ENTREPRENEURSHIP AND SMALL BUSINESS,2,2A,ENG/KIS,Null,MAT_ALTERNATIVE_A/MAT_ALTERNATIVE_B,C+,Any_GROUP_II / any_GROUP_III,Null,A_GROUP_II / a_GROUP_III / any_GROUP_IV /,Null,,,,,,,
BACHELOR OF SCIENCE IN ENTREPRENEURSHIP AND SMALL ENTERPRISES MANAGEMENT,2,2A,ENG/KIS,Null,MAT_ALTERNATIVE_A/MAT_ALTERNATIVE_B,C+,Any_GROUP_II / any_GROUP_III,Null,A_GROUP_II / a_GROUP_III / any_GROUP_IV /,Null,1246298,MURANG'A UNIVERSITY OF TECHNOLOGY,MUT,Public,MURANG'A COUNTY,298,21.375
BACHELOR OF SCIENCE IN ENTREPRENEURSHIP,2,2A,ENG/KIS,Null,MAT_ALTERNATIVE_A/MAT_ALTERNATIVE_B,C+,Any_GROUP_II / any_GROUP_III,Null,A_GROUP_II / a_GROUP_III / any_GROUP_IV /,Null,1080297,CO-OPERATIVE UNIVERSITY OF KENYA,COPUK,Public,NAIROBI COUNTY,297,21.375
BACHELOR OF SCIENCE IN ENTREPRENEURSHIP,2,2A,ENG/KIS,Null,MAT_ALTERNATIVE_A/MAT_ALTERNATIVE_B,C+,Any_GROUP_II / any_GROUP_III,Null,A_GROUP_II / a_GROUP_III / any_GROUP_IV /,Null,1079298,KIRINYAGA UNIVERSITY,KYU,Public,KIRINYAGA COUNTY,298,21.660565
BACHELOR OF SCIENCE IN ENTREPRENEURSHIP,2,2A,ENG/KIS,Null,MAT_ALTERNATIVE_A/MAT_ALTERNATIVE_B,C+,Any_GROUP_II / any_GROUP_III,Null,A_GROUP_II / a_GROUP_III / any_GROUP_IV /,Null,1165298,MAASAI MARA UNIVERSITY,MMARAU,Public,NAROK COUNTY,298,21.375
BACHELOR OF SCIENCE IN ENTREPRENEURSHIP,2,2A,ENG/KIS,Null,MAT_ALTERNATIVE_A/MAT_ALTERNATIVE_B,C+,Any_GROUP_II / any_GROUP_III,Null,A_GROUP_II / a_GROUP_III / any_GROUP_IV /,Null,1119298,AFRICA INTERNATIONAL UNIVERSITY,AIU,Private,NAIROBI COUNTY,298,21.375
BACHELOR OF SCIENCE IN ENTREPRENEURSHIP,2,2A,ENG/KIS,Null,MAT_ALTERNATIVE_A/MAT_ALTERNATIVE_B,C+,Any_GROUP_II / any_GROUP_III,Null,A_GROUP_II / a_GROUP_III / any_GROUP_IV /,Null,1114299,UNIVERSITY OF ELDORET,UOE,Public,UASIN GISHU COUNTY,299,21.375
BACHELOR OF SCIENCE IN ENTREPRENEURSHIP STUDIES,2,2A,ENG/KIS,Null,MAT_ALTERNATIVE_A/MAT_ALTERNATIVE_B,C+,Any_GROUP_II / any_GROUP_III,Null,A_GROUP_II / a_GROUP_III / any_GROUP_IV /,Null,1700299,BOMET UNIVERSITY COLLEGE,BUC,Public,BOMET COUNTY,299,21.375
